Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Wayward Bovine","The Circus > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117331742/the-wayward-bovine,4.0,-1,Sport,5.12b,1,89,49.9065,-123.1619
"Italian Jam Shop","(f) Blipvert > (c) Doctors' Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106404125/italian-jam-shop,3.7,-1,Sport,5.12a,1,110,49.44357,-119.56553
"Air Test (start)","(a) Great White > (f) White Walls > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121362419/air-test-start,4.0,-1,Sport,5.12c,1,,49.44231,-119.56166
"The Goodacre","The Buttress > Eldred Valley > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119440869/the-goodacre,4.0,-1,Sport,5.12a,1,115,50.15312,-124.22156
Crestfallen,"(e) The Wave > (g) Southern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121518780/crestfallen,4.0,-1,Sport,5.12c,1,40,49.43862,-119.56566
"Breakfast of Champions","(a) Great White > (f) White Walls > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119878639/breakfast-of-champions,4.0,-1,Sport,5.12d,1,115,49.44231,-119.56166
"Agent of Entropy","Tycho Ledge > Constitution Hill > Vancouver Island > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120549702/agent-of-entropy,4.0,-1,Sport,5.11+,3,270,49.78818,-125.19619
"Colin de Bin","Boondocks > The Pillary > Area 44 > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114432210/colin-de-bin,3.3,-1,Sport,5.10a,1,75,49.89459,-123.16407
"Corvin Corner","Raven Wall > Comox Lake > Comox Lake > Vancouver Island > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120950396/corvin-corner,4.0,-1,Sport,5.10d,1,70,49.62561,-125.08266
"51 Hot Dogs","Croissant Wall > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/116845358/51-hot-dogs,3.8,-1,Sport,5.11a,1,82,49.7764,-119.53531
"The Sentinel","Tycho Ledge > Constitution Hill > Vancouver Island > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120252461/the-sentinel,4.0,-1,Sport,5.12d,1,59,49.78818,-125.19619
"Jumping for the Tippling Point","(g) Tippling Tower > (c) Doctors' Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121362565/jumping-for-the-tippling-point,4.0,-1,Sport,5.12c,1,65,49.44374,-119.56553
"Douchbags or Underdogs","Valleycliffe Heights > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114461552/douchbags-or-underdogs,4.0,-1,Sport,5.12a,1,,49.71458,-123.10327
"Free Willy","(a) Foreplay Left and Centre > Foreplay Cliff > (k) Evergreen Drive Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121453721/free-willy,4.0,-1,Sport,5.12b/c,1,60,49.45248,-119.56587
Babbler,"Creekside Wall > Cougar Canyon > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119098452/babbler,4.0,-1,"Sport, TR","5.8 PG13",1,80,50.18316,-119.27252
"Charge of The Light Brigade","The Kingdom > Paradise Valley > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119620649/charge-of-the-light-brigade,4.0,-1,Sport,5.12c,1,100,49.83275,-123.14702
"The Fling","Pulpit Rock > Nelson > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119888335/the-fling,4.0,-1,Sport,5.11b,3,,49.50698,-117.30862
"Womb with a View","(c) The Belfry > (j) Grand Canyon > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119855979/womb-with-a-view,4.0,-1,Sport,5.12a,1,70,49.44188,-119.55666
"Sloth Corner","Tower of Tails > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/115776245/sloth-corner,4.0,-1,"Trad, TR",5.10c,1,60,49.48356,-120.38187
"Rodeo Clown","Echo Beach > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121121446/rodeo-clown,4.0,-1,Sport,5.12b,1,65,49.90387,-123.15711
"Just Toss at the Beach","(b) Muscle Beach > (d) Maternal Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121538378/just-toss-at-the-beach,4.0,-1,Sport,5.12c,1,45,49.4455,-119.56701
"Stage Fright","(b) Morning Glory > (i) Northeastern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120763457/stage-fright,4.0,-1,Sport,5.12c,1,45,49.44601,-119.55734
"Creature of the Mist","Horne Lake > Vancouver Island > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121959518/creature-of-the-mist,4.0,-1,Sport,5.11d,5,500,49.33354,-124.69099
"No Loitering","Behemoth > Foreplay Cliff > (k) Evergreen Drive Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121453783/no-loitering,4.0,-1,Sport,5.11d,1,75,49.45036,-119.56491
"The Present","Creekside Wall > Cougar Canyon > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119098540/the-present,4.0,-1,"Sport, TR",5.9,1,80,50.18316,-119.27252
Squeezebox,"Exchamsiks > Terrace > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121146996/squeezebox,4.0,-1,Sport,5.10a,1,,54.32502,-129.31049
"Another Roadside Distraction","Hall Siding > Nelson > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120969688/another-roadside-distraction,4.0,-1,Sport,5.10c,1,,49.3649,-117.24706
Desperation,"Croissant Wall > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118747002/desperation,4.0,-1,Sport,5.11c/d,1,82,49.7764,-119.53531
"Raspberry Delight","Main wall > Windmill 34 > Bear Mountain Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121124392/raspberry-delight,4.0,-1,"Trad, TR",5.9,1,40,55.67403,-120.40145
"She Kind of Bit Her Lip","Lightning Wall > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120825755/she-kind-of-bit-her-lip,4.0,-1,Sport,5.12a,1,,49.35854,-121.33862
"She's My Cherry Pie","(d) Elusive Edge > (g) Southern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117654132/shes-my-cherry-pie,4.0,-1,Sport,5.10b,1,46,49.43935,-119.56416
"Rainbows and Unicorns","South East Moss Mountain > Stillwater > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119844718/rainbows-and-unicorns,4.0,-1,TR,5.10a,1,50,49.75807,-124.31171
"Neverending Story","Centre Stage > The Amphitheater > KLO Creek > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/121229114/neverending-story,4.0,-1,Sport,5.12+,1,125,49.82411,-119.36582
Snowglobe,"Fern Hill > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112054947/snowglobe,3.8,-1,Sport,5.12d,1,80,49.7224,-123.1025
"Heel Toe n' Go","Tower of Tails > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/115441482/heel-toe-n-go,4.0,-1,"Trad, TR",5.10d,1,110,49.48356,-120.38187
"More Dreddies, Less Reddies","Perry Creek > Kootenays East (Kimberly/Cranbrook) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118613918/more-dreddies-less-reddies,4.0,-1,"Sport, Alpine",5.12a,1,,49.52775,-115.9366
"The Honeymoon is Over","Cookie Monster Wall > Cougar Canyon > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120928643/the-honeymoon-is-over,4.0,-1,Sport,5.11c,1,50,50.18193,-119.27299
"Heifer Down","The Circus > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114515052/heifer-down,4.0,-1,Sport,5.12d,1,,49.9065,-123.1619
"Zucker Bebe (After You, My Friend)","Jed Wall > The Pillary > Area 44 > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114431832/zucker-bebe-after-you-my-friend,3.3,-1,Sport,5.10b,1,105,49.89482,-123.16409
"Wall Hug","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118706057/wall-hug,4.0,-1,"Trad, TR",5.10a,1,,55.61555,-121.89393
"CJ Mac","The Corners > Waterline > Castlegar > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120470033/cj-mac,4.0,-1,Sport,5.11a/b,1,,49.27532,-117.66016
"No Defined Crux","Lower Bear > Bear Country > KLO Creek > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118756436/no-defined-crux,4.0,-1,Sport,5.12a,1,70,49.82378,-119.367
"The Buggy Room","The Buggy Room > Nordic Rock > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120700490/the-buggy-room,4.0,-1,Sport,5.11d,1,40,50.10288,-122.97858
"Grapes of Wrath","The Lair > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120859441/grapes-of-wrath,4.0,-1,Sport,5.11c,1,60,49.78026,-119.53633
Hammock,"Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119221921/hammock,4.0,-1,TR,5.10b,1,,55.61555,-121.89393
"Skill and Frustration","Devil's Furnace > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118755699/skill-and-frustration,4.0,-1,Sport,5.12a/b,1,40,49.77627,-119.52855
Limber,"Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118728780/limber,4.0,-1,"Sport, TR",5.11c,1,70,55.61555,-121.89393
Footloose,"Shady Lane > (l) Gillies Creek > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120899681/footloose,4.0,-1,Sport,5.11a,1,82,49.43649,-119.55788
"Vertical Drifter","The Corners > Waterline > Castlegar > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120453191/vertical-drifter,4.0,-1,Sport,5.10d,1,,49.27532,-117.66016
TISM,"Zebra Wall > Castlegar > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114281066/tism,3.8,-1,Sport,5.11b,1,80,49.3432,-117.84151
"Thread Fall","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118706009/thread-fall,4.0,-1,"Trad, TR",5.10a,1,,55.61555,-121.89393
Betwixt-ish,"South East Moss Mountain > Stillwater > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119844861/betwixt-ish,4.0,-1,"Trad, TR",5.10d,1,50,49.75807,-124.31171
"Buns in the Ovens","Cankers > The Bluffs - South > Mount Maxwell > Salt Spring Island > Strait of Georgia > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114481515/buns-in-the-ovens,4.0,-1,Sport,5.10a,2,200,48.79937,-123.5133
Crosstalk,"The Substation > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118872109/crosstalk,4.0,-1,Sport,5.12b,1,32,49.90408,-123.16197
"Old Skool","Main Wall > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118751521/old-skool,4.0,-1,Sport,5.11b,1,98,49.77609,-119.53263
"Murder the Crows","Shady Lane > (l) Gillies Creek > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/120899708/murder-the-crows,4.0,-1,Sport,5.11c,1,90,49.43649,-119.55788
"Baby Snakes","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118794359/baby-snakes,4.0,-1,"Trad, TR",5.10a,1,70,55.61555,-121.89393
"Wall Hug Crack","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119203556/wall-hug-crack,4.0,-1,"Trad, TR",5.10a,1,,55.61555,-121.89393
"The Scenic Route","Secret Laboratory > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118748670/the-scenic-route,4.0,-1,Sport,5.11c/d,1,50,49.77746,-119.53745
"Product of Imagination","Devil's Furnace > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118755755/product-of-imagination,4.0,-1,Sport,5.12b,1,26,49.77627,-119.52855
"Sick Seam","South East Moss Mountain > Stillwater > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119844390/sick-seam,4.0,-1,TR,5.10c,1,30,49.75807,-124.31171
"The Lost Boys","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118794122/the-lost-boys,4.0,-1,TR,5.12a,1,50,55.61555,-121.89393
"Action Jackson","Tyjax Wall > Rogues Gallery > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114523395/action-jackson,4.0,-1,Sport,5.11a,1,90,49.94066,-123.16346
Ursa,"South East Moss Mountain > Stillwater > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119844224/ursa,4.0,-1,TR,5.10c,1,30,49.75807,-124.31171
"Snake Flake","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118794289/snake-flake,4.0,-1,"Trad, TR",5.8,1,70,55.61555,-121.89393
"Burning Cross","Devil's Furnace > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118755796/burning-cross,4.0,-1,Sport,5.11c,1,26,49.77627,-119.52855
"The Quick and the Dead","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118707154/the-quick-and-the-dead,4.0,-1,"Trad, TR",5.10d,1,75,55.61555,-121.89393
"Anorexia Crack","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118706803/anorexia-crack,4.0,-1,"Trad, TR","5.11c PG13",1,70,55.61555,-121.89393
"Shady Side","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118705958/shady-side,4.0,-1,"Trad, TR","5.7+ PG13",1,45,55.61555,-121.89393
"Claudes Hairy Crack","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118728816/claudes-hairy-crack,4.0,-1,"Trad, TR",5.8,1,70,55.61555,-121.89393
"Mid-Line Crisis","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118728752/mid-line-crisis,4.0,-1,"Trad, TR",5.10c,1,70,55.61555,-121.89393
"Comfortably Numb","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118707190/comfortably-numb,4.0,-1,"Trad, TR",5.11b,1,70,55.61555,-121.89393
"Groovy Do","The Corner > Area 44 > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114446230/groovy-do,4.0,-1,Sport,5.10c,1,70,49.8429,-123.1465
"Zatoichi (The Blind Swordsman)","Snowbound > Terrace > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119091088/zatoichi-the-blind-swordsman,4.0,-1,Sport,5.12+,1,,54.25018,-129.47293
"Black Leather Monster","Main Wall > Extew > Terrace > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119066292/black-leather-monster,4.0,-1,Sport,5.12+,1,,54.43116,-129.07242
Brutality,"Main Wall > Extew > Terrace > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117585256/brutality,4.0,-1,Sport,5.11c,1,130,54.43116,-129.07242
"Not So Soft","Oyster Shell > Cedar Park > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118752159/not-so-soft,4.0,-1,Sport,5.11c,1,70,49.77619,-119.53155
Smee,"Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118706570/smee,4.0,-1,Sport,5.11a,1,,55.61555,-121.89393
"Wind Walker","Tyjax Wall > Rogues Gallery > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114523813/wind-walker,4.0,-1,Sport,5.12a,1,60,49.94066,-123.16346
"The Haunting","Hig's Zone > Higgyland > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112211271/the-haunting,4.0,-1,Sport,5.11,1,,49.88845,-124.54597
"Biceptual Lover","Tower of Power > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114509799/biceptual-lover,4.0,-1,Sport,5.12b,1,75,49.91088,-123.15318
"Dashed Dreams","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/118706998/dashed-dreams,4.0,-1,"Trad, TR","5.11b PG13",1,25,55.61555,-121.89393
Therapy,"Obsession Wall > Williams Lake's Esler Bluffs > Cariboo > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113281480/therapy,4.0,-1,Sport,5.10a,1,25,52.11059,-122.25813
"Numb Is Not Enough","Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119266609/numb-is-not-enough,4.0,-1,TR,5.10b,1,,55.61555,-121.89393
"The A-Team","First Contact > Porteau Cove > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114527030/the-a-team,4.0,-1,Sport,5.11b,1,,49.53762,-123.25115
"Spruce Lee","Snowbound > Terrace > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119091059/spruce-lee,4.0,-1,Sport,5.11-,1,,54.25018,-129.47293
"A Woman's Touch","Snowbound > Terrace > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119091042/a-womans-touch,4.0,-1,Sport,5.10+,1,,54.25018,-129.47293
Project,"Hassler Crag > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119231906/project,4.0,-1,"Sport, TR",5.11,1,,55.61555,-121.89393
Stinger,"Trail Side Crag > Extew > Terrace > Northern BC > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117585106/stinger,4.0,-1,Sport,5.11b,1,40,54.42977,-129.07479
Syncope,"Ovis Wall > Castlegar > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114350969/syncope,4.0,-1,Sport,5.11a,1,90,49.3445,-117.82537
"Twist Top","Obsession Wall > Williams Lake's Esler Bluffs > Cariboo > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/113281565/twist-top,4.0,-1,Sport,5.11a,1,25,52.11059,-122.25813
"Frayed Ends of Insanity","The Frayed End > Higgyland > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112211339/frayed-ends-of-insanity,4.0,-1,Sport,5.11c/d,1,,49.88884,-124.54645
"Sodomy Farm","Chipmunk Creek Wall > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107321434/sodomy-farm,4.0,-1,Sport,5.11+,1,186,49.1121,-121.6448
"Paradise City","The Frayed End > Higgyland > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112211307/paradise-city,4.0,-1,Sport,5.12b,1,,49.88884,-124.54645
Meatgrinder,"Old Unsorted Routes > Stillwater > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106336579/meatgrinder,4.0,-1,"TR, Boulder","5.10c/d V1",1,20,49.75807,-124.31172
"The Spirit in the Sky","The Fin > Silver Lake > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/110169525/the-spirit-in-the-sky,4.0,-1,"Sport, TR",5.12b,1,60,49.30509,-121.43203
"Appetite for Destruction","Destruction Zone > Higgyland > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106227430/appetite-for-destruction,3.8,-1,Sport,5.10b,1,50,49.8879,-124.5457
"West Coast Hustle","The Main Cliff > Oregon Jack > Kamloops > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108298399/west-coast-hustle,4.0,-1,Sport,5.12b,1,65,50.6372,-121.4967
"unicorn tears","Stave Lake > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108239015/unicorn-tears,4.0,-1,Sport,"5.10a PG13",1,60,49.338,-122.3083
"Tommy Gun","Stave Lake Dam Trail > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108306007/tommy-gun,4.0,-1,TR,5.10d,1,25,49.2341,-122.3507
Thinner,"Old Unsorted Routes > Stillwater > Powell River > Sunshine Coast > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106344104/thinner,4.0,-1,"Trad, TR, Aid","5.12- C2",1,40,49.75807,-124.31172
"The Tickler","Chipmunk Creek Wall > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107321460/the-tickler,4.0,-1,Sport,5.11+,1,90,49.1121,-121.6448
"Via Charlotte","Lauretta Slabs > Revelstoke > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122654335/via-charlotte,4.0,-1,Sport,5.10a,7,650,51.07177,-117.93163
"Jolly Roger","Behemoth > Foreplay Cliff > (k) Evergreen Drive Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122658178/jolly-roger,4.0,-1,Sport,5.10a,1,66,49.45036,-119.56491
Sumac,"Left/Central Main Wall > The Apron > Marble Canyon Rock > Marble Canyon > Cariboo > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122503776/sumac,4.0,-1,Sport,5.10a/b,1,65,50.85129,-121.70446
"Sport Mountaineering","Retardant Wall > (l) Gillies Creek > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122449156/sport-mountaineering,4.0,-1,Sport,5.10b,1,70,49.43681,-119.554
Scavenger,"Retardant Wall > (l) Gillies Creek > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122449121/scavenger,4.0,-1,Sport,5.10b,1,70,49.43681,-119.554
"Rat Habit","Lynch Bluffs > Grand Forks > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122516043/rat-habit,4.0,-1,Sport,5.10d,1,100,49.25518,-118.44521
"Rock Hard","(c) The Belfry > (j) Grand Canyon > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122668310/rock-hard,4.0,-1,Sport,5.12b,1,80,49.44188,-119.55666
Casbah,"(a) Great White > (f) White Walls > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122668366/casbah,4.0,-1,Sport,5.12b,1,80,49.44231,-119.56166
"Wave Machine","Echo Beach > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122651481/wave-machine,4.0,-1,Sport,5.12b,1,70,49.90387,-123.15711
"Playing with Fire","Art Exhibit > Alice Lake > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/122647063/playing-with-fire,4.0,-1,Sport,5.12+,1,50,49.76215,-123.13118
"Pirates of the Waterworld","Voyage Cliff > Waterworld > Revelstoke > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114561013/pirates-of-the-waterworld,3.5,-1,Sport,5.10b,3,300,51.09855,-118.18058
Dog-Legging,"Fern Gully > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105963940/dog-legging,2.4,-1,"Trad, TR",5.8,1,75,49.70564,-123.13672
"Being There","(b) Morning Glory > (i) Northeastern Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106474222/being-there,3.4,-1,Sport,5.11b,1,60,49.44601,-119.55734
"Stick It In the Slot","Lakit Lake > Kootenays East (Kimberly/Cranbrook) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109749306/stick-it-in-the-slot,3.4,-1,Sport,5.10c,1,70,49.70586,-115.64954
"Bubble Wrap","Lakit Lake > Kootenays East (Kimberly/Cranbrook) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/109749326/bubble-wrap,3.3,-1,Sport,5.11b,1,60,49.70586,-115.64954
"Treasure in the Lichen","(d) Upper Red Tail > (b) Red Tail Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/108164812/treasure-in-the-lichen,3.4,-1,Sport,5.10d,1,130,49.43919,-119.56743
"Dreams of Passion","Ronin's Corner > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105910927/dreams-of-passion,3.5,-1,Sport,"5.11b PG13",1,75,49.7035,-123.1376
"Fearless Fraser","Lakeside in the Woods > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112115749/fearless-fraser,3.2,-1,Sport,5.11-,1,60,49.6446,-123.2052
"Double Shot No Foam Soy Latte","Cougar Crag > Cypress Falls > Vancouver > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/107288332/double-shot-no-foam-soy-latte,3.5,-1,Sport,5.12a,1,40,49.3522,-123.2413
"Tip-Toe Thru the Few Clips","Frolick > The Pillary > Area 44 > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114432068/tip-toe-thru-the-few-clips,3.3,-1,Sport,5.10c,1,90,49.89467,-123.16417
"Bottom Feeder","The Circus > Chek > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/112099398/bottom-feeder,3.7,-1,Sport,5.12c/d,1,90,49.9065,-123.1619
Lieutenant,"Raven Wall > Waterline > Castlegar > Kootenays West > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119655034/lieutenant,3.7,-1,Sport,5.10d,1,65,49.27828,-117.66089
"This is The New Stuff","Grand Larceny > Rogues Gallery > Sea to Sky (Squamish to Whistler) > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/106447704/this-is-the-new-stuff,2.8,-1,Sport,5.11a,1,65,49.9463,-123.1665
Recess,"The Playground > Mamquam FSR > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114458289/recess,2.9,-1,Sport,5.10a,1,40,49.71655,-123.09859
"Wings of Steel","(a) Great White > (f) White Walls > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117074847/wings-of-steel,3.8,-1,Sport,5.12d,1,70,49.44231,-119.56166
"Building a Mystery","(d) Doctors' Wall > (c) Doctors' Group > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/114284734/building-a-mystery,3.2,-1,Sport,5.12a,1,80,49.44324,-119.56601
Portage,"Canoe Trail Crags > (k) Evergreen Drive Crags > Skaha > Okanagan > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/117851038/portage,3.8,-1,Sport,5.10c,1,80,49.4586,-119.56336
"Socially Distant","Middle Wall > Slesse Creek > Fraser Valley > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/119054102/socially-distant,3.6,-1,Sport,5.10a,1,,49.0766,-121.71154
