Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Little Ricky","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106769024/little-ricky,3.1,-1,"Trad, Boulder",V2,1,15,33.5947,-117.87816
Ramada,"Turlock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106024389/ramada,2.3,-1,Boulder,V0,1,,34.2692,-118.6037
"Bow Sprits","Bow Sprits Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/121445414/bow-sprits,3.2,-1,Boulder,V2,1,,34.33995,-118.01593
"Sandy Beach","Zodiac Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112935613/sandy-beach,3.2,-1,Boulder,"V-easy R",1,25,34.07673,-118.5914
Anabel,"Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106064721/anabel,2.8,-1,Boulder,V4+,1,,33.5947,-117.87816
"Pyramid Arete","The Purple Pyramid > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112930847/pyramid-arete,3.0,-1,Boulder,V-easy,1,22,34.07658,-118.59128
"East Face Route","Boulder 1 > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106909783/east-face-route,1.6,-1,Boulder,"5.1 V-easy",1,20,34.2698,-118.6056
"Little Birdie","Tick Boulder > Tick Rock > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119280123/little-birdie,3.0,-1,Boulder,V2,1,15,34.06595,-118.55954
"Nipple Eraser/Mr. Nipple","Another Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/111623465/nipple-erasermr-nipple,3.0,-1,Boulder,V2+,1,12,34.34112,-118.01653
"unnamed V0+","Swiss Cheese Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/111247424/unnamed-v0,2.4,-1,Boulder,V0+,1,10,34.34038,-118.01602
"Silent Running","Turlock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106024384/silent-running,2.4,-1,"TR, Boulder","5.9+ V0",1,,34.2692,-118.6037
Crackalackin,"Parking Lot Boulders > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/114547915/crackalackin,2.9,-1,Boulder,V1,1,10,33.59478,-117.8776
"Mommies Left","Mommys Boys > Summit Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105894656/mommies-left,2.7,-1,"TR, Boulder","5.7 V-easy",1,40,34.2707,-118.6042
"Pump Arete","Pump Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/110291912/pump-arete,2.1,-1,Boulder,V1,1,10,34.26995,-118.60561
"Hinge Direct","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106755519/hinge-direct,2.5,-1,Boulder,V4,1,20,33.5947,-117.87816
"X Marks The Spot","Parsons Beach > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/111626679/x-marks-the-spot,3.0,-1,"TR, Boulder","5.9- V-easy",1,20,33.4731,-118.5503
"Lycra Boy","El Diablo Boulder > Malibu Lieback Area > Malibu Tunnel Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112961345/lycra-boy,2.9,-1,Boulder,V3,1,,34.07418,-118.70394
"Dihedral Left","Boulder 1 > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106909796/dihedral-left,2.0,-1,Boulder,"5.9 V0",1,20,34.2698,-118.6056
"Spiral Low Traverse","Spiral Boulder > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/116621315/spiral-low-traverse,3.0,-1,Boulder,V2,1,30,34.27029,-118.60303
"Hug and Tug","Parking Lot Boulders > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/116986320/hug-and-tug,3.0,-1,Boulder,V0,1,15,33.59478,-117.8776
"Finger Bangin'","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119327464/finger-bangin,3.0,-1,Boulder,V2,1,16,34.10186,-118.84602
Undercling,"Boulder 1 > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106154392/undercling,1.9,-1,Boulder,V0-1,1,15,34.2698,-118.6056
"Unnamed V4","Peanut Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108150607/unnamed-v4,2.5,-1,Boulder,V4,1,,34.33979,-118.01607
Unnamed,"B1 Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108252321/unnamed,2.5,-1,Boulder,"V1 PG13",1,12,34.3406,-118.01595
"Easy Face","Canyon Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/113982292/easy-face,2.0,-1,Boulder,V-easy,1,15,34.27152,-118.60341
"Nowhere Man","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/107904447/nowhere-man,3.0,-1,Boulder,V3-4,1,,33.5947,-117.87816
"Left Arête","Boulder 1 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119154249/left-arete,3.0,-1,Boulder,V2,1,15,34.102,-118.8457
Forex,"Goomba > Ridge Trail > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119116644/forex,3.0,-1,Boulder,V2,1,10,33.64421,-117.4427
"Pyramid Face","The Purple Pyramid > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112930862/pyramid-face,2.6,-1,Boulder,V-easy,1,22,34.07658,-118.59128
"West Face Complete","Carousel Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106122788/west-face-complete,2.6,-1,Boulder,V0,1,25,34.27194,-118.60359
"Sean Can't Even","Roof Cluster > Top Rope Trail > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/112908393/sean-cant-even,3.0,-1,Boulder,V3,1,10,34.34636,-118.0161
"Pocket Traverse","Boulder Opposite Mommys Boys > Summit Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/107960766/pocket-traverse,3.0,-1,Boulder,V2,1,,34.2707,-118.6041
"Eternal August ...aka ""SpreadEagleNebula""","Wall Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108453892/eternal-august-aka-spreadeaglenebula,3.0,-1,Boulder,V3,1,20,34.2114,-118.1707
"Colorado Arete","Colorado Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119387048/colorado-arete,2.8,-1,Boulder,V4,1,10,34.07668,-118.59135
"Silly Slab","Silly Slab Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/111696853/silly-slab,2.4,-1,Boulder,V0,1,12,34.33971,-118.01452
"El Chorizo","El Chorizo > Aid Hill > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107961707/el-chorizo,2.7,-1,Boulder,V4,1,8,33.63943,-117.44237
"When the Levee Breaks","The Headwaters > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118994112/when-the-levee-breaks,2.4,-1,Boulder,V2,1,10,34.07777,-118.59257
E.L.P.,"B1 Boulder > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/109161930/elp,2.7,-1,Boulder,V4,1,13,34.2692,-118.6036
"The Real Bulge","Turlock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/118198859/the-real-bulge,3.0,-1,Boulder,V4,1,15,34.2692,-118.6037
"Project Stardust","Death Star > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/119331355/project-stardust,3.0,-1,Boulder,V4,1,12,34.26964,-118.60362
"Wet Toes","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/113569314/wet-toes,3.0,-1,Boulder,V1-2,1,18,33.5947,-117.87816
"The Seam","The Headwaters > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117396405/the-seam,2.6,-1,Boulder,V4,1,11,34.07777,-118.59257
"Arete with no Name","Canyon Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105964979/arete-with-no-name,2.2,-1,Boulder,V0,1,,34.27152,-118.60341
"Poodle Press","Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106762620/poodle-press,2.6,-1,Boulder,V4,1,15,33.5947,-117.87816
"The Butter Churner","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870698/the-butter-churner,3.0,-1,Boulder,V2,1,15,34.10186,-118.84602
Durango,"Elephant Hill > Los Angeles Basin > California",https://www.mountainproject.com/route/116085282/durango,3.0,-1,Boulder,V2-3,1,12,34.0508,-117.79585
"Fireman's Traverse","Cluster 2 > Between Romeo Void and Main > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/120656444/firemans-traverse,3.0,-1,Boulder,V0,1,25,34.33951,-118.01357
"Lil Scud","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118783022/lil-scud,3.0,-1,Boulder,V2,1,15,34.10186,-118.84602
"Harder Than It Looks","Party Slab Boulder > Malibu Lieback Area > Malibu Tunnel Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118246901/harder-than-it-looks,2.5,-1,Boulder,V4,1,8,34.07432,-118.70405
"Swing like Sultan","San Juan Canyon > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/120680407/swing-like-sultan,3.0,-1,Boulder,V0-,1,10,33.61641,-117.42735
Flakes,"Skull Rock > Summit Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/117752821/flakes,3.0,-1,Boulder,V0,1,18,34.2706,-118.60416
"Welcome to Little Harbor","Little Harbor/Shark Harbor > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/108332318/welcome-to-little-harbor,3.0,-1,Boulder,V2,1,400,33.38528,-118.47347
"Diaper Dance","Parking Lot Boulders > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/113688926/diaper-dance,2.5,-1,Boulder,V0+,1,11,33.59478,-117.8776
"Big Day At Pink House","Big Day At Pink House > Aid Hill > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107763517/big-day-at-pink-house,3.0,-1,Boulder,V4+,1,,33.63956,-117.44278
"direct center","Canyon Crest Road Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/109300851/direct-center,3.0,-1,Boulder,V3,1,,34.2086,-118.163
"Toes To The Nose","KinderCare Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/109914488/toes-to-the-nose,3.0,-1,Boulder,V2,1,12,33.63796,-117.41618
"Angular Arete","KinderCare Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/109914640/angular-arete,3.0,-1,Boulder,V2,1,16,33.63796,-117.41618
Angler,"KinderCare Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/109914617/angler,3.0,-1,Boulder,V2,1,16,33.63796,-117.41618
"Smooth Face","Victor Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108129783/smooth-face,3.0,-1,Boulder,"5.11- V1",1,12,34.34081,-118.01604
"South West Corner","Carousel Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106116002/south-west-corner,2.1,-1,Boulder,V0,1,20,34.27194,-118.60359
"Philosophers Stone","Other Routes > Rock Garden > Mount Baldy Road > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107260890/philosophers-stone,3.0,-1,Boulder,V1+,1,12,34.28159,-117.63997
Carbonite,"Crystal Lake Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107347688/carbonite,3.0,-1,Boulder,"5.7 V-easy",1,35,34.3163,-117.8385
TK421,"Crystal Lake Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107347701/tk421,3.0,-1,Boulder,"5.7 V-easy",1,35,34.3163,-117.8385
"Potholes (Center Start)","Turlock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/108014501/potholes-center-start,2.2,-1,"TR, Boulder","5.8 V0",1,20,34.2692,-118.6037
Spine,"Black Star Canyon Bouldering > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/116233801/spine,3.0,-1,Boulder,V4-,1,12,33.78813,-117.66043
Arrowhead,"Black Star Canyon Bouldering > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/116233761/arrowhead,3.0,-1,Boulder,V4,1,12,33.78813,-117.66043
"Echoes in The Canyon","Monker B > Monker Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/121801866/echoes-in-the-canyon,3.0,-1,Boulder,V4,1,18,34.3044,-117.83148
Offwidth,"Bat Boulder > Summit Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/120093482/offwidth,3.0,-1,Boulder,V4,1,,34.2707,-118.6043
"Main Beach Slab","Laguna Main Beach > Laguna Beach > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/120095773/main-beach-slab,3.0,-1,Boulder,V0,1,15,33.54301,-117.78969
Smedge,"Slab Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/117731498/smedge,2.8,-1,"TR, Boulder","5.10a V1 R",1,20,34.27002,-118.60316
"Bust a Move","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/121806709/bust-a-move,3.0,-1,Boulder,V4,1,30,34.10186,-118.84602
"Dragon Flake (variation)","Dragon Flake Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/121425128/dragon-flake-variation,3.0,-1,Boulder,"V1 R",1,,34.33969,-118.01648
Sandman,"The Sandbox > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/121768193/sandman,3.0,-1,Boulder,V4,1,10,34.05973,-118.93274
Crack-a-Mole,"KinderCare Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/121886570/crack-a-mole,3.0,-1,Boulder,V-easy,1,,33.63796,-117.41618
"The Nostrils","Lion's Head > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/121621303/the-nostrils,3.0,-1,Boulder,V4,1,9,34.26967,-118.60345
"The Rental (Pizza Boy)","Bronson Canyon/The Bat Cave > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112828219/the-rental-pizza-boy,3.0,-1,Boulder,V2,1,23,34.12133,-118.31429
"The Eye Sit","Lion's Head > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/121621379/the-eye-sit,3.0,-1,Boulder,V3,1,9,34.26967,-118.60345
Traverse,"Boulder Next to Turlock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/119207963/traverse,3.0,-1,Boulder,V4,1,15,34.26926,-118.6038
"Pipe Around","The Spine Boulder > Ridge Trail > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107860154/pipe-around,2.8,-1,Boulder,V2,1,,33.6424,-117.44277
"Right Mantel","Boulder Next to Turlock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/119208250/right-mantel,3.0,-1,Boulder,V3,1,10,34.26926,-118.6038
"The Salty Spitoon","Rocky Plateau > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/118703785/the-salty-spitoon,3.0,-1,Boulder,"V1 PG13",1,15,34.33827,-118.01321
"Blood Pact","Crystal Lake Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/121128931/blood-pact,3.0,-1,Boulder,V0,1,9,34.3163,-117.8385
"Vainos Wingspan","Boulder 1 > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/121958057/vainos-wingspan,3.0,-1,Boulder,V2,1,16,34.2698,-118.6056
"The Far Left Fang","X5 Boulder > Main Area > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/114813747/the-far-left-fang,3.0,-1,Boulder,V4,1,,34.34074,-118.01659
"Unnamed V3","Top Rope Wall > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/120908830/unnamed-v3,3.0,-1,Boulder,V3,1,12,34.34693,-118.01735
"Crowd Teaser","Turlock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106341746/crowd-teaser,2.3,-1,Boulder,V0,1,20,34.2692,-118.6037
"Line 33","Mi Boulder > Ortega Falls > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119898069/line-33,3.0,-1,Boulder,V3-4,1,12,33.62626,-117.42736
"Earthquake Problem","Canyon Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/105961839/earthquake-problem,2.8,-1,Boulder,"V0 R",1,20,34.27152,-118.60341
"V0 slab","Middle San Juan Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119365416/v0-slab,3.0,-1,Boulder,V0,1,11,33.60677,-117.44584
"Brick Lie-Back","Bruin Walk > UCLA > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119079812/brick-lie-back,3.0,-1,Boulder,V3,1,10,34.0682,-118.4455
"The Manders","Parsons Beach > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/119993295/the-manders,3.0,-1,Boulder,V-easy,1,15,33.4731,-118.5503
"In The Boughs of Hell","Boughs of Hell Boulder > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/120944920/in-the-boughs-of-hell,3.0,-1,Boulder,V2,1,12,34.34099,-118.01558
Hovercraft,"Mi Boulder > Ortega Falls > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119898135/hovercraft,3.0,-1,Boulder,V3-,1,12,33.62626,-117.42736
"Frog Pajamas","Canyon Crest Road Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/120435935/frog-pajamas,3.0,-1,Boulder,V1,1,12,34.2086,-118.163
"New Perspective","Elysia > First Hill > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/120380448/new-perspective,3.0,-1,Boulder,V4+,1,12,33.64482,-117.44256
"Water Rock","Water Rock > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/111940920/water-rock,3.0,-1,Boulder,V0,1,,33.59459,-117.87879
"Thin Granite Wave","San Juan Canyon > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/122347969/thin-granite-wave,3.0,-1,Boulder,"V0- R",1,25,33.61641,-117.42735
"Student Driver","Roadside Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/120435767/student-driver,3.0,-1,Boulder,V2,1,8,34.20944,-118.1621
Clayface,"Canyon Crest Road Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107431504/clayface,2.8,-1,Boulder,V2,1,12,34.2086,-118.163
"Sirens Song","Nautical Nightmares > Basalt Boulders > Pelican Cove Area > Palos Verdes Peninsula > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/122025469/sirens-song,3.0,-1,Boulder,V0,1,9,33.74121,-118.40669
"False Sliced Lotus","Other Routes > Rock Garden > Mount Baldy Road > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/119290775/false-sliced-lotus,3.0,-1,Boulder,V1,1,8,34.28159,-117.63997
"Utility Belt (sit)","Batman Boulder > Trabuco Creek > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/114506321/utility-belt-sit,3.0,-1,Boulder,V2-3,1,9,33.67322,-117.54857
"Waffle House","Canyon Boulders > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/122002726/waffle-house,3.0,-1,Boulder,V0,1,20,34.27152,-118.60341
"False Zen Steps","Other Routes > Rock Garden > Mount Baldy Road > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/119290748/false-zen-steps,3.0,-1,Boulder,V1,1,8,34.28159,-117.63997
"Scylla And Charybidis","Nautical Nightmares > Basalt Boulders > Pelican Cove Area > Palos Verdes Peninsula > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/122025584/scylla-and-charybidis,3.0,-1,Boulder,V1+,1,40,33.74121,-118.40669
Gutterball,"Gutterball Boulder > Stumbling Blocks Area > Malibu Creek State Park Bouldering > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112934550/gutterball,3.0,-1,Boulder,"V1 PG13",1,20,34.09601,-118.73048
Hypodermic,"Hypodermic Area > Lower Boulders > Malibu Tunnel Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112931088/hypodermic,3.0,-1,Boulder,V2,1,20,34.07268,-118.70522
"Water Hazard","Water Hazard Boulder > The Ghetto Wall Boulders > Malibu Creek State Park Bouldering > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/113067492/water-hazard,3.0,-1,Boulder,V1,1,12,34.09523,-118.73126
"Shaolin Pump","Other Routes > Rock Garden > Mount Baldy Road > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107260935/shaolin-pump,3.0,-1,Boulder,V4,1,15,34.28159,-117.63997
"El Diente","Burn Victim > First Hill > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/110110035/el-diente,3.0,-1,Boulder,V3-,1,20,33.64473,-117.44223
Face,"Rock Park > Simi Sandstone > Chatsworth Area > Los Angeles Basin > California",https://www.mountainproject.com/route/122291405/face,3.0,-1,Boulder,V1,1,10,34.25994,-118.66161
Arete,"Rock Park > Simi Sandstone > Chatsworth Area > Los Angeles Basin > California",https://www.mountainproject.com/route/122291338/arete,3.0,-1,Boulder,V0,1,10,34.25994,-118.66161
"Is That a Frog in Your Pocket?","Bridge Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108466597/is-that-a-frog-in-your-pocket,3.0,-1,Boulder,V2,1,18,34.212,-118.1714
"Tips and Smears","Upper San Juan Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108057300/tips-and-smears,3.0,-1,Boulder,V1,1,20,33.60723,-117.4336
"Center Arete","Wall Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/122265962/center-arete,3.0,-1,Boulder,V0,1,20,34.2114,-118.1707
"Right crack","Far Side > Horse Flats > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/106085112/right-crack,3.0,-1,Boulder,V0,1,15,34.3402,-118.0181
"Left Flake","Upper San Juan Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108057279/left-flake,3.0,-1,Boulder,V1,1,20,33.60723,-117.4336
"Muto Ryu","Crystal Lake Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/107347752/muto-ryu,3.0,-1,Boulder,V0+,1,10,34.3163,-117.8385
"Left Face","Wall Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/122265932/left-face,3.0,-1,Boulder,V3,1,20,34.2114,-118.1707
"Left Arete","Wall Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/122265894/left-arete,3.0,-1,Boulder,V0,1,20,34.2114,-118.1707
"New Inhabitants","New Inhabitants > Old LA Zoo > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/122551825/new-inhabitants,3.0,-1,Boulder,V1-2,1,15,34.13374,-118.28894
"Ursa Minor","New Inhabitants > Old LA Zoo > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/122551806/ursa-minor,3.0,-1,Boulder,V2-3,1,15,34.13374,-118.28894
"Majorly Screwed Up","New Inhabitants > Old LA Zoo > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/122551713/majorly-screwed-up,3.0,-1,Boulder,V4-5,1,25,34.13374,-118.28894
"Redwood Corner","Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/110149317/redwood-corner,2.4,-1,Boulder,V0,1,,34.1954,-118.8859
"Choss Boss Splitter","KinderCare Boulders > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118231822/choss-boss-splitter,2.6,-1,Boulder,V0,1,15,33.63796,-117.41618
Faith,"Pirate's Cove (aka The Beach or Corona Del Mar) > Corona Del Mar > Beaches > Los Angeles Basin > California",https://www.mountainproject.com/route/106769061/faith,2.4,-1,"Trad, Boulder",V4+,1,20,33.5947,-117.87816
"Son of Hera","Wall Boulder > Arroyo Seco Boulders > Angeles National Forest > Los Angeles Basin > California",https://www.mountainproject.com/route/108453828/son-of-hera,2.6,-1,Boulder,V1,1,20,34.2114,-118.1707
"North Face - Left Side","Slant Rock > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/106846740/north-face-left-side,1.6,-1,Boulder,V-easy,1,10,34.2696,-118.6055
"Grumpy Man (aka old man)","Grumpy Man > Ridge Trail > El Cariso > Santa Ana Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107763149/grumpy-man-aka-old-man,2.3,-1,Boulder,V2-3,1,,33.64137,-117.44259
Traverse,"Boulder 1 > Garden of the Gods > Chatsworth Area > Los Angeles Basin > California",https://www.mountainproject.com/route/116133396/traverse,2.7,-1,"TR, Boulder","5.11 V1",1,150,34.27344,-118.61235
"""It's My First Time""","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870637/its-my-first-time,2.7,-1,Boulder,V0,1,15,34.10186,-118.84602
"Sierra Face","Sierra Club Bluff > Stoney Point > Los Angeles Basin > California",https://www.mountainproject.com/route/118322701/sierra-face,2.7,-1,Boulder,V0,1,20,34.26938,-118.6039
