Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Left Route","Picnic Table Wall > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120472354/left-route,3.0,-1,Boulder,V0,1,12,37.89226,-122.27231
"Bowling Bawl","Goat Rock > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/114064224/bowling-bawl,3.0,-1,Boulder,V1,1,10,37.2282,-122.1079
"Southeast Face","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117736518/southeast-face,2.6,-1,Boulder,V0,1,20,37.91104,-122.49157
"Center Route","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117736625/center-route,2.0,-1,Boulder,V2,1,10,37.91104,-122.49157
"Corner Crack","Potato Chip Boulder > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112074047/corner-crack,3.0,-1,Boulder,"5.6 V0",1,12,38.4292,-123.11567
"Last Resort","Cattle Drive Rock > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108030274/last-resort,2.7,-1,Boulder,V2,1,,38.37595,-121.98382
"Gold Rush","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/114388236/gold-rush,2.6,-1,Boulder,V1,1,,37.91104,-122.49157
"The Tufa","Stoner Cave > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/107646735/the-tufa,3.0,-1,Boulder,V2,1,,37.29013,-122.16674
"Cave Roof","Castle Rock Proper > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110795774/cave-roof,2.6,-1,Boulder,V3,1,,37.22862,-122.0962
"The Warm Up","Heavy Metal Boulder > Putah Creek > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/109062116/the-warm-up,3.0,-1,Boulder,"V-easy R",1,20,38.51669,-122.05585
"Target Practice","ATF Boulder > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/111656578/target-practice,2.6,-1,Boulder,V4,1,8,37.91927,-122.60637
Yellowfoot,"Johnny Cash Boulders > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736261/yellowfoot,2.5,-1,Boulder,V3,1,10,38.58942,-123.34028
Nutcracker,"Stonewall Rock > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105736133/nutcracker,2.5,-1,Boulder,V2-3,1,,38.37668,-121.98461
Purgatory,"Purgatory Boulder > Putah Creek > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107812074/purgatory,2.6,-1,Boulder,V2,1,15,38.51657,-122.05583
"Guadalupe rock traverse","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/116596269/guadalupe-rock-traverse,3.0,-1,Boulder,"V4 PG13",1,30,37.1864,-121.8718
"Right Face","Main Wall > Cliff House Boulders > San Francisco Bay Area > California",https://www.mountainproject.com/route/119487433/right-face,3.0,-1,Boulder,V3,1,25,37.77776,-122.51356
"Suburban Hell Hole","Stonewall Rock > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120252789/suburban-hell-hole,3.0,-1,Boulder,V3,1,9,38.37668,-121.98461
"Shady Rock Traverse","Shady Rock > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/112410858/shady-rock-traverse,3.0,-1,Boulder,V2,1,100,37.22654,-122.10116
"Jelly Bean","Tres Frijoles Boulder > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/119530953/jelly-bean,3.0,-1,Boulder,V1,1,12,37.90838,-122.59745
Underworld,"Wildside Boulder > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108024234/underworld,2.3,-1,Boulder,V1,1,,38.37565,-121.9828
"Metal Mania","Metal Mania Boulder > Hillcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108081160/metal-mania,2.4,-1,Boulder,V1-2,1,10,38.3938,-121.9867
"Boom Bao","Farmhill Boulder > San Francisco Bay Area > California",https://www.mountainproject.com/route/120061710/boom-bao,3.0,-1,Boulder,V1,1,17,37.45367,-122.258
"Diagonal traverse","Lexington Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/116604286/diagonal-traverse,3.0,-1,"TR, Boulder","5.9 V0 X",1,50,37.20773,-121.98921
"Backside Bouldering","Goat Rock > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/114064216/backside-bouldering,3.0,-1,Boulder,V0,1,15,37.2282,-122.1079
"The Sandwich (The Buttwich)","Old Man Boulder > Stinson Beach > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/113694216/the-sandwich-the-buttwich,3.0,-1,Boulder,V0-1,1,12,37.89176,-122.63552
"The Offwidth","Parking Lot Rock > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117083247/the-offwidth,3.0,-1,Boulder,V0+,1,12,37.2296,-122.0952
"Full Remillard Traverse","Pinnacle Rock > Remillard Park > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120389898/full-remillard-traverse,3.0,-1,Boulder,V0,1,30,37.8923,-122.2611
"Murrieta Crack","Indian Joe Caves bouldering > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/119108731/murrieta-crack,3.0,-1,Boulder,"V0 R",1,12,37.52484,-121.81869
"Fools Gold","Indian Joe Caves bouldering > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/117394096/fools-gold,3.0,-1,Boulder,V4,1,,37.52484,-121.81869
"Garage Door","The Beak > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110841591/garage-door,2.5,-1,Boulder,V0-1,1,,37.22844,-122.09592
Unknown,"Danger Rock (or Orange Buddha Rock) > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/122051518/unknown,3.0,-1,Boulder,V2,1,10,37.88949,-122.63291
V1,"South Boulder > Stinson Beach > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/107323778/v1,3.0,-1,Boulder,V1+,1,12,37.89132,-122.63482
Dynosaur,"Wildside Boulder > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/119478540/dynosaur,3.0,-1,Boulder,V3,1,12,38.37565,-121.9828
"Castle Chasm","Yabo Zone > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/120134096/castle-chasm,3.0,-1,Boulder,V0+,1,20,37.22791,-122.09492
"Slip n Slide","The Unnatural Act Cave > Glen Canyon > San Francisco Bay Area > California",https://www.mountainproject.com/route/120103446/slip-n-slide,3.0,-1,Boulder,"V1 PG13",1,20,37.74226,-122.44391
"Coz Solo","Klinghoffers > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116687034/coz-solo,3.0,-1,"TR, Boulder","5.11+ V3 X",1,40,37.22862,-122.10453
"Snake charmer","South side (hidden cove) > Hidden Cove > Black Sand Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/116796808/snake-charmer,3.0,-1,Boulder,V3,1,15,37.82541,-122.51405
"Indecent Proposal","Rich Valdez Memorial Boulder > Putah Creek > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120237979/indecent-proposal,3.0,-1,Boulder,V2,1,14,38.5163,-122.05492
"The ladder (right finish)","South side (hidden cove) > Hidden Cove > Black Sand Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/116582744/the-ladder-right-finish,3.0,-1,Boulder,V4,1,15,37.82541,-122.51405
"Unnamed V2","Hash Rock > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/121087951/unnamed-v2,3.0,-1,Boulder,V2,1,10,37.23134,-122.09368
"Cow Town","Pop Quiz Boulder > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/119341387/cow-town,3.0,-1,Boulder,V1,1,10,38.37604,-121.9822
"Right arete","Alpine Rock > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116644454/right-arete,3.0,-1,Boulder,V4,1,,37.31317,-122.18936
Swell,"The Wave > Secrets > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113131631/swell,3.0,-1,Boulder,V2,1,10,38.60442,-123.36973
Warm-Up,"The Cave > Hidden Cove > Black Sand Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/119973419/warm-up,3.0,-1,Boulder,V0,1,20,37.8251,-122.51323
"Hard For Tards","Scott's Rock > Hillcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/119341047/hard-for-tards,3.0,-1,Boulder,V3,1,,38.3938,-121.9856
"Roadkill arete","Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117136192/roadkill-arete,3.0,-1,Boulder,V2,1,20,37.23389,-122.10108
"Desert Monkey","Bass Rock > Lake Del Valle > San Francisco Bay Area > California",https://www.mountainproject.com/route/120851127/desert-monkey,3.0,-1,Boulder,V1,1,35,37.60021,-121.72267
"Roadkill traverse","Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117136174/roadkill-traverse,3.0,-1,Boulder,"V1 PG13",1,20,37.23389,-122.10108
"Oswald Cheese","Klinghoffers > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/114064177/oswald-cheese,3.0,-1,Boulder,"V2 PG13",1,18,37.22862,-122.10453
"Three Bean Traverse","Tres Frijoles Boulder > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/120202858/three-bean-traverse,3.0,-1,Boulder,V2,1,30,37.90838,-122.59745
"Hueco Arete","Funny Face Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116969588/hueco-arete,3.0,-1,Boulder,"V1 R",1,15,37.26612,-122.13716
"Little Half Dome Traverse","Little Half Dome > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/109720099/little-half-dome-traverse,2.1,-1,Boulder,V1,1,,37.89339,-122.27224
"Little Monsters","Little Monsters boulder > Summit Rock boulders > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117874651/little-monsters,3.0,-1,Boulder,"V4 R",1,,37.24081,-122.09868
"The Camel Toe","Roadside Boulder > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/112485770/the-camel-toe,3.0,-1,Boulder,V4,1,,37.91475,-122.60873
Rich.,"Rich Valdez Memorial Boulder > Putah Creek > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120238009/rich,3.0,-1,Boulder,V1+,1,8,38.5163,-122.05492
"Crustacean Transformation","Tree-In-The-Wall Boulder > Sunnyvale Mountain > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/108379212/crustacean-transformation,2.5,-1,Boulder,"V3 PG13",1,,37.21997,-122.0694
"Watering Hole","4. The Boxcar Woody > Boxcar Woody Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108013820/watering-hole,2.6,-1,Boulder,V4,1,,38.38902,-121.98469
"Hell Arete","Purgatory Boulder > Putah Creek > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106645886/hell-arete,2.6,-1,Boulder,V2,1,15,38.51657,-122.05583
"Urban Myth","Urban Myth Boulder > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108507828/urban-myth,3.0,-1,Boulder,V2,1,10,38.37611,-121.98283
"Undercling Face Problem","Mammoth Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735998/undercling-face-problem,2.5,-1,Boulder,V2,1,10,38.42931,-123.11552
"The Edge Slab","The Pit (West Side) > Indian Rock > Berkeley > San Francisco Bay Area > California",https://www.mountainproject.com/route/110833502/the-edge-slab,1.9,-1,Boulder,V1,1,18,37.89213,-122.27299
"Funky Face","[Redacted] > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110904010/funky-face,1.7,-1,Boulder,V1,1,,37.23108,-122.09482
"South Arete Right","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/117736456/south-arete-right,2.7,-1,Boulder,V1,1,20,37.91104,-122.49157
"psychedelic side, standard route","Turtle Rock > Ring Mountain > San Francisco Bay Area > California",https://www.mountainproject.com/route/118831493/psychedelic-side-standard-route,3.0,-1,Boulder,V1,1,,37.91104,-122.49157
"Magoo Traverse","Mr Magoo Boulder > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/112362029/magoo-traverse,2.8,-1,Boulder,V1,1,60,37.22838,-122.09569
Unknown,"Parking lot boulder > Tennessee Valley Beach > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/121679668/unknown,3.0,-1,Boulder,"V2 PG13",1,17,37.86383,-122.53417
"The Old Man And The Sea 5.11+/5.12-","Main Wall > Cliff House Boulders > San Francisco Bay Area > California",https://www.mountainproject.com/route/121267271/the-old-man-and-the-sea-511512,3.0,-1,"TR, Boulder","5.11+ V3 PG13",1,20,37.77776,-122.51356
"Crimpy V4","Danger Rock (or Orange Buddha Rock) > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735668/crimpy-v4,2.7,-1,Boulder,V4,1,10,37.88949,-122.63291
Unknown,"Uphill boulder > The Muffins > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/118208823/unknown,3.0,-1,Boulder,V4,1,12,37.22537,-122.10405
"Toni’s Traverse","Cairn Boulder > Lakeview Boulders > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/121873517/tonis-traverse,3.0,-1,Boulder,V2+,1,12,37.92881,-122.59001
Biophobia,"[Redacted] > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/121479760/biophobia,3.0,-1,Boulder,V3,1,15,37.23108,-122.09482
"Big F*ckin' Nettle","Point Reyes National Seashore > San Francisco Bay Area > California",https://www.mountainproject.com/route/119254916/big-fckin-nettle,3.0,-1,Boulder,"V1- PG13",1,12,38.0905,-122.9212
Ranchero,"Indian Joe Caves bouldering > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/120548011/ranchero,3.0,-1,Boulder,"V0 R",1,15,37.52484,-121.81869
Quercus,"Xylem Boulders > Brushy Peak > San Francisco Bay Area > California",https://www.mountainproject.com/route/121791275/quercus,3.0,-1,Boulder,V4,1,12,37.76466,-121.70322
"The Real Boulder","Bean Hollow State Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/119209022/the-real-boulder,3.0,-1,Boulder,V2,1,7,37.23614,-122.41617
"Heavens Ring","Beanstalk Boulder > Sunnyvale Mountain > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/120399062/heavens-ring,3.0,-1,Boulder,"V3 R",1,20,37.22179,-122.06217
"Buy Me Lunch","Stonewall Rock > Woodcrest Ridge Boulders > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120187891/buy-me-lunch,3.0,-1,Boulder,V4,1,45,38.37668,-121.98461
"Stepping Stones","Domino > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/122412142/stepping-stones,3.0,-1,Boulder,V2-3,1,12,37.22786,-122.0966
Urbinator,"Y Boulder > Saddle Boulders > Hillcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120081020/urbinator,3.0,-1,Boulder,V3,1,12,38.39055,-121.98822
"Basalts Bypass","Indian Joe Caves bouldering > Indian Joe Caves > San Francisco Bay Area > California",https://www.mountainproject.com/route/117394157/basalts-bypass,3.0,-1,Boulder,"V2 PG13",1,,37.52484,-121.81869
"Old Woman Arête","Old Woman Boulder > Stinson Beach > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/119798003/old-woman-arete,3.0,-1,Boulder,V0,1,15,37.89186,-122.63551
"The Ocean Floor","North side (Hidden Cove) > Hidden Cove > Black Sand Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/116582694/the-ocean-floor,3.0,-1,Boulder,V3,1,20,37.82563,-122.51446
"Upper Bouldering Cave","Handley Rock Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111896166/upper-bouldering-cave,3.0,-1,Boulder,"V3 R",1,15,37.4657,-122.2694
"The Slot","Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117136267/the-slot,3.0,-1,Boulder,V2+,1,15,37.23389,-122.10108
"Orange Buddha Face","Danger Rock (or Orange Buddha Rock) > Mickey's Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/113553175/orange-buddha-face,3.0,-1,Boulder,V4-5,1,,37.88949,-122.63291
"Please Don't Break","Reservoir Boulders > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/118724400/please-dont-break,3.0,-1,Boulder,V1-2,1,10,37.19614,-121.87638
"Left Arete","The Wave > Secrets > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121528579/left-arete,3.0,-1,Boulder,V1,1,10,38.60442,-123.36973
"Sunset Solo","South side (hidden cove) > Hidden Cove > Black Sand Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/116797008/sunset-solo,3.0,-1,Boulder,"V0+ X",1,,37.82541,-122.51405
"El Dueño de la Pampara","Tres Frijoles Boulder > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/119609823/el-dueno-de-la-pampara,3.0,-1,Boulder,V2,1,12,37.90838,-122.59745
"The Deuce","Lower Stevens Canyon Boulder > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116970568/the-deuce,3.0,-1,Boulder,V2,1,20,37.27417,-122.07878
"Should've Brought Pads","Reservoir Boulders > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/118724465/shouldve-brought-pads,3.0,-1,Boulder,V2-,1,10,37.19614,-121.87638
Sway,"The Triceratops's Paw > Secrets > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121550956/sway,3.0,-1,Boulder,V1-2,1,12,38.6063,-123.37022
Cutter,"Last Cove > Black Sand Beach > San Francisco Bay Area > California",https://www.mountainproject.com/route/116628207/cutter,3.0,-1,Boulder,V3,1,15,37.8255,-122.5187
Carrion,"Wolverine Boulder > The Maze > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120325235/carrion,3.0,-1,Boulder,"V3 PG13",1,,38.37506,-121.98689
"Gritty Redaction","CHP Boulder > Call Box Rocks > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121004975/gritty-redaction,3.0,-1,Boulder,V0,1,15,38.57665,-123.3402
"Pomo Roof","Pomo Canyon > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/117607846/pomo-roof,3.0,-1,Boulder,"V3 R",1,,38.42134,-123.06944
"Freak Machine","Accordion Boulder > The Maze > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120310339/freak-machine,3.0,-1,Boulder,V3,1,9,38.37509,-121.98515
Absynthe,"Spirits Wall > Lakeview Boulders > Mount Tam Boulders > Mount Tamalpais > San Francisco Bay Area > California",https://www.mountainproject.com/route/120385135/absynthe,3.0,-1,Boulder,V3,1,,37.92843,-122.59036
"Roadkill slab","Roadkill Rock > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117136144/roadkill-slab,3.0,-1,Boulder,V1,1,15,37.23389,-122.10108
"The Sloping Scoops","Trail Side boulder > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117051979/the-sloping-scoops,3.0,-1,Boulder,"V0 PG13",1,15,37.22739,-122.104
"Trailside direct","Trail Side boulder > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/117051993/trailside-direct,3.0,-1,Boulder,"V4 R",1,20,37.22739,-122.104
"Poppin' a Squat","Lower Stevens Canyon Boulder > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/116970640/poppin-a-squat,3.0,-1,Boulder,"V2- PG13",1,20,37.27417,-122.07878
"Mini Corner","Baked Potato boulder > Playground Boulders > The Playground > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/117628018/mini-corner,3.0,-1,Boulder,V0+,1,,38.60153,-123.36279
"Booger Finger","Booger Boulder > Sugarloaf Ridge > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/117823500/booger-finger,3.0,-1,Boulder,V3,1,15,38.43835,-122.51866
"Baked Potato traverse","Baked Potato boulder > Playground Boulders > The Playground > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/117627998/baked-potato-traverse,3.0,-1,Boulder,V3,1,,38.60153,-123.36279
"Hole in my pocket","Barefoot Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121155240/hole-in-my-pocket,3.0,-1,Boulder,"V2 PG13",1,10,38.84469,-123.64207
Wolverine,"Wolverine Boulder > The Maze > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120320082/wolverine,3.0,-1,Boulder,V3,1,10,38.37506,-121.98689
"Baked Potato mantle","Baked Potato boulder > Playground Boulders > The Playground > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/117628009/baked-potato-mantle,3.0,-1,Boulder,V4-5,1,,38.60153,-123.36279
"Pomo traverse","Pomo Canyon > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/117614053/pomo-traverse,3.0,-1,Boulder,V4-5,1,,38.42134,-123.06944
"Under the branches","The Slab > Secrets > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121551081/under-the-branches,3.0,-1,Boulder,V0,1,12,38.60692,-123.37055
Tryptic,"Big Dog Boulder > The Maze > Woodcrest Boulders > The Nut Tree Boulders > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120313146/tryptic,3.0,-1,Boulder,"V1 R",1,18,38.37485,-121.98676
"Dynamite Cave","Silverado Mine > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113557689/dynamite-cave,3.0,-1,Boulder,V4,1,,38.65306,-122.60456
Shralp,"Table Sprak Boulder > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113553153/shralp,3.0,-1,Boulder,V4-5,1,,38.6571,-122.58774
"Shralp Arete","Table Sprak Boulder > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113553157/shralp-arete,3.0,-1,Boulder,V1-2,1,,38.6571,-122.58774
"Screw Cap","Black Tower > Kimball Canyon > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112453913/screw-cap,3.0,-1,Boulder,"V2- PG13",1,20,38.65333,-122.62282
"Sprak V2","Table Sprak Boulder > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113553161/sprak-v2,3.0,-1,Boulder,V2,1,,38.6571,-122.58774
"Unamed V3","Purgatory Boulder > Putah Creek > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108490199/unamed-v3,3.0,-1,Boulder,V3,1,15,38.51657,-122.05583
"Lieback Flake","[Redacted] > Indian Rock Side > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/110904131/lieback-flake,1.6,-1,Boulder,V0,1,,37.23108,-122.09482
"The Nose","Mrs Magoo Boulder > Magoos > Castle Rock Loop > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/112363380/the-nose,2.4,-1,Boulder,V1,1,,37.22827,-122.09556
Señorita,"Navarro Beach > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106921192/senorita,3.0,-1,"TR, Boulder","5.10a V0-",1,20,39.1925,-123.7586
Muchacho,"Navarro Beach > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106921119/muchacho,3.0,-1,"Trad, Boulder","5.8 V-easy",1,20,39.1925,-123.7586
Señor,"Navarro Beach > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106921177/senor,3.0,-1,"TR, Boulder","5.10c V0",1,20,39.1925,-123.7586
Señora,"Navarro Beach > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106921183/senora,3.0,-1,"TR, Boulder","5.10c V0",1,20,39.1925,-123.7586
"Monkey See Monkey Do","Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904220/monkey-see-monkey-do,3.0,-1,Boulder,"5.10b V0",1,12,38.577,-122.42198
"No Brain No Pain","Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904233/no-brain-no-pain,3.0,-1,Boulder,"5.11c V3 PG13",1,15,38.577,-122.42198
"The Fort Ross Traverse","Traverse Cliff > Fort Ross > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735875/the-fort-ross-traverse,2.8,-1,Boulder,V1,1,,38.52353,-123.26376
"Fancy Free","Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904283/fancy-free,3.0,-1,"TR, Boulder","5.11d V3 R",1,20,38.577,-122.42198
"The Prow","Main Cliff Band > Glen Canyon > San Francisco Bay Area > California",https://www.mountainproject.com/route/118130377/the-prow,2.6,-1,Boulder,V2,1,17,37.74203,-122.44361
Sugar,"Sugar and Spice > Sugarloaf Ridge > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735878/sugar,3.0,-1,Boulder,V3,1,,38.443,-122.5052
"Biddles Zinc","Biddles Tower > Biddles > * Castle Rock Area Bouldering > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/122623453/biddles-zinc,3.0,-1,Boulder,V3,1,15,37.22529,-122.08063
