Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"V3 aka Big Air","Air Jordan Boulder > Sleeping Rock aka Sheep's Nose Bouldering > West Creek > South Platte > Colorado",https://www.mountainproject.com/route/105943347/v3-aka-big-air,3.5,-1,Boulder,V4,1,20,39.13976,-105.19547
"Yellow Jacket","Roadside Boulder > Bouldering > Turtle Lake > Durango > Colorado",https://www.mountainproject.com/route/107692672/yellow-jacket,2.6,-1,Boulder,V2,1,12,37.3326,-107.883
"Joe 97 (right)","Joe 97 Boulder > Main Area > Dynamite Shacks > Grand Junction Area > Colorado",https://www.mountainproject.com/route/106061282/joe-97-right,2.1,-1,Boulder,V1,1,,39.05058,-108.60664
"Penny Boulder Traverse","Pitch Penny Boulder > Rotary Park > Horsetooth Reservoir > Fort Collins > Colorado",https://www.mountainproject.com/route/106370235/penny-boulder-traverse,2.4,-1,Boulder,V2,1,10,40.5671,-105.15625
"SDS to Northeast Reach (submitted as The Blunt Arete)","The Gill Boulder > Eldorado Canyon Bouldering > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/111627950/sds-to-northeast-reach-submitted-as-the-blunt-arete,2.8,-1,Boulder,V3+,1,,39.93105,-105.29186
"Petrified Jugs","Petrified Boulder > Petrified Area > Sailing Hawks > Durango > Colorado",https://www.mountainproject.com/route/107702192/petrified-jugs,2.5,-1,Boulder,V1+,1,,37.31088,-107.8842
"Matt Damon Is Inside Of Marry Ann","Gilligan's Island > Alderfer/Three Sisters Park > Morrison/Evergreen/Littleton > Colorado",https://www.mountainproject.com/route/106998070/matt-damon-is-inside-of-marry-ann,2.4,-1,Boulder,V1,1,15,39.62586,-105.35929
"Hot Pants","James Brown Boulder > Wild Rock Area > Independence Pass > Colorado",https://www.mountainproject.com/route/106973303/hot-pants,3.4,-1,Boulder,V4,1,15,39.12719,-106.67401
"Route 3","Plethora Boulder (Right Gonad) > Bone Park Boulder Area > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/106087427/route-3,2.7,-1,Boulder,V4,1,12,38.92893,-108.49059
"Southwest Arête V3","North Rocks > Flagstaff > Boulder > Colorado",https://www.mountainproject.com/route/106214959/southwest-arete-v3,2.7,-1,Boulder,V3,1,15,40.00282,-105.29679
"Orange Crush","Orange Crush Boulder > Rock Garden Boulder Area > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/112828424/orange-crush,3.1,-1,Boulder,V3,1,12,38.9411,-108.48451
"Northwest Arete","Cube Boulder > South Side Area > Ute Valley Park > Colorado Springs > Colorado",https://www.mountainproject.com/route/106175311/northwest-arete,2.2,-1,Boulder,V1,1,,38.912,-104.85682
"North Face Mantel","The Gill Boulder > Eldorado Canyon Bouldering > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/106491375/north-face-mantel,2.7,-1,Boulder,V2,1,12,39.93105,-105.29186
"The Sad Face","The Sad Face Overhang > The Eggs > Alderfer/Three Sisters Park > Morrison/Evergreen/Littleton > Colorado",https://www.mountainproject.com/route/106462897/the-sad-face,2.8,-1,Boulder,V2,1,10,39.6233,-105.3466
"Sun Slab","Boulder C aka The Slab > The Klettergarden > Eagle/Vail/Minturn/Red Cliff > Colorado",https://www.mountainproject.com/route/108193733/sun-slab,2.5,-1,Boulder,V0,1,20,39.5027,-106.374
Stratagem,"Moonshine Boulder > Moonshine Area > Pool of Plenty Boulder Area > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/107514298/stratagem,3.4,-1,Boulder,V3,1,12,38.9023,-108.5028
Madagascar,"The Stash > Bouldering Areas > Hartman Rocks > Gunnison > Colorado",https://www.mountainproject.com/route/106746280/madagascar,4.0,-1,Boulder,V3,1,12,38.50373,-106.9734
"Easy Way Up","Main Warm-Ups > 7 Mile Boulders > Guanella Pass > Georgetown > Colorado",https://www.mountainproject.com/route/113386792/easy-way-up,1.9,-1,"Boulder, Alpine",V1,1,8,39.63555,-105.70926
"Green Matter","Green Matter Boulder > Sailing Hawks > Durango > Colorado",https://www.mountainproject.com/route/113965840/green-matter,3.1,-1,Boulder,V4,1,18,37.3113,-107.88674
"Crack Problem","Lightner Creek > Durango > Colorado",https://www.mountainproject.com/route/112190043/crack-problem,3.3,-1,Boulder,V4,1,17,37.31,-107.9432
"Big Wave Dave","Northeast Boulder Pile > Asshole Rock Bouldering > Buffalo Creek Bouldering > Buffalo Creek > South Platte > Colorado",https://www.mountainproject.com/route/119857937/big-wave-dave,3.6,-1,"Trad, Boulder","5.11+ V3",1,10,39.33552,-105.27039
"Undercling Problem","Milton Boulder > Eldorado Canyon Bouldering > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/105984756/undercling-problem,2.7,-1,Boulder,V3,1,,39.9302,-105.2871
"Silver Child","Main Wall > South Side Area > Ute Valley Park > Colorado Springs > Colorado",https://www.mountainproject.com/route/106254221/silver-child,2.6,-1,Boulder,V2,1,20,38.91168,-104.85688
"Wilford Prow","The Spice Roof > Carter Lake > Fort Collins > Colorado",https://www.mountainproject.com/route/116193300/wilford-prow,4.0,-1,Boulder,V1,1,20,40.32189,-105.21337
"Little Crack","Little Boulder > Carter Lake > Fort Collins > Colorado",https://www.mountainproject.com/route/105750181/little-crack,2.7,-1,Boulder,V0,1,,40.31875,-105.21375
"Standard Route","Pinnacle Colada > Flagstaff > Boulder > Colorado",https://www.mountainproject.com/route/106344519/standard-route,2.8,-1,Boulder,V1,1,22,40.00354,-105.2985
Across,"BBC Boulder > Satellite Boulders > North > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105752383/across,1.7,-1,Boulder,V0,1,,39.98899,-105.29117
"Warm-Up Prow","Warm-Up Boulder > Sailing Hawks > Durango > Colorado",https://www.mountainproject.com/route/117240853/warm-up-prow,3.0,-1,Boulder,V1,1,,37.30978,-107.88308
"The Van","Cortez - Hawkins Preserve > Cortez/Mesa Verde Area > Four Corners Area > Colorado",https://www.mountainproject.com/route/118229199/the-van,4.0,-1,Boulder,V4,1,8,37.32836,-108.59631
"TR Wall Left Route","The Non Eggs > The Eggs > Alderfer/Three Sisters Park > Morrison/Evergreen/Littleton > Colorado",https://www.mountainproject.com/route/106508155/tr-wall-left-route,2.3,-1,"TR, Boulder","5.6 V0+",1,30,39.62888,-105.34419
"Lip Traverse","The Ghetto > North > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105758170/lip-traverse,3.9,-1,Boulder,V2,1,100,39.98659,-105.29198
"In Between Egg - Right","In Between Egg/Upper Eggs > The Eggs > Alderfer/Three Sisters Park > Morrison/Evergreen/Littleton > Colorado",https://www.mountainproject.com/route/110671310/in-between-egg-right,2.3,-1,Boulder,V2,1,,39.62935,-105.34357
"Unknown- Slab Route","Fountain Lip Boulder > Fountainbleau Area > Bouldering problems > Castlewood Canyon SP > Denver South > Denver Metropolitan Area Bouldering and Buildering > Colorado",https://www.mountainproject.com/route/105749878/unknown-slab-route,1.9,-1,Boulder,V0,1,,39.35396,-104.76876
"Malice *","Revenge Area > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106244258/malice,2.4,-1,"Boulder, Alpine",V2,1,,40.30479,-105.66069
"Shadow of the Colossus","Juggernaut Boulder > Moonshine Area > Pool of Plenty Boulder Area > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/107516628/shadow-of-the-colossus,3.8,-1,Boulder,V3,1,14,38.9017,-108.504
"Over Water Traverse","Riverside Boulder > Eldorado Canyon Bouldering > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/114946690/over-water-traverse,4.0,-1,Boulder,V1,1,8,39.93068,-105.28385
"Sputnik 1.5","Sputnik Boulder > Satellite Boulders > North > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/106136135/sputnik-15,2.0,-1,Boulder,V1,1,15,39.98948,-105.29028
"V1 AKA Black Crack","Big Ass Boulder > Wolcott Crags and Boulders > Eagle/Vail/Minturn/Red Cliff > Colorado",https://www.mountainproject.com/route/105807172/v1-aka-black-crack,2.6,-1,Boulder,V1,1,,39.713,-106.6973
"High Desert Drifter","Guano Boulder > Bone Park Boulder Area > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/112975739/high-desert-drifter,3.5,-1,Boulder,V3,1,15,38.92919,-108.49516
"Too Tall Jones","Cemetery Block > Cemetery Blocks > Misc Bouldering > Eagle/Vail/Minturn/Red Cliff > Colorado",https://www.mountainproject.com/route/106107575/too-tall-jones,4.0,-1,Boulder,V3,1,20,39.61901,-106.43861
"Deeper Cuts","Incuts Overhang > The Dark Side > Flagstaff > Boulder > Colorado",https://www.mountainproject.com/route/107520188/deeper-cuts,2.8,-1,Boulder,V4,1,,40.00311,-105.29459
"Standard Route","Red Wall > Flagstaff > Boulder > Colorado",https://www.mountainproject.com/route/106108183/standard-route,2.8,-1,Boulder,V4,1,10,40.00275,-105.29689
"Chipotle Away","South Park > Cathedral Spires Bouldering > Cathedral Spires Area > South Platte > Colorado",https://www.mountainproject.com/route/121800049/chipotle-away,4.0,-1,Boulder,V3,1,20,39.41295,-105.2545
Sleep,"Whiskey Rocks North > Whiskey Rocks > Goose Creek/Molly Gulch Campground > South Platte > Colorado",https://www.mountainproject.com/route/118800027/sleep,3.8,-1,"Trad, TR, Boulder","5.11b V4",1,69,39.22001,-105.33287
"Potato Chip Pinch","The Potato Chip Boulder > Lower Chaos Canyon > Chaos Canyon Bouldering > RMNP Bouldering Areas > RMNP - Rock > Alpine Rock > Colorado",https://www.mountainproject.com/route/106851596/potato-chip-pinch,3.0,-1,"Boulder, Alpine",V4,1,15,40.30493,-105.65957
"Moderate Bulge","Cloud Shadow > Flagstaff > Boulder > Colorado",https://www.mountainproject.com/route/105749231/moderate-bulge,2.6,-1,Boulder,V1,1,,40.00272,-105.29477
"Beaver Creek Buttcrack","Beaver Creek Bouldering > Rampart Range Bouldering > Rampart Range Road > South Platte > Colorado",https://www.mountainproject.com/route/119429100/beaver-creek-buttcrack,4.0,-1,Boulder,V0-1,1,18,39.04122,-104.98859
"Pythagorean Theorem","Math Building > CU Campus > City of Boulder > Boulder > Colorado",https://www.mountainproject.com/route/112067447/pythagorean-theorem,4.0,-1,Boulder,"V1 X",1,30,40.00823,-105.26413
Shadowfax,"Moria > Sailing Hawks > Durango > Colorado",https://www.mountainproject.com/route/121519723/shadowfax,4.0,-1,Boulder,V3,1,20,37.3173,-107.88459
"Han Throwlo","The Anti-Gravity Wall > The Mushroom Garden > Eagle/Vail/Minturn/Red Cliff > Colorado",https://www.mountainproject.com/route/111125478/han-throwlo,4.0,-1,Boulder,V3,1,15,39.50168,-106.37716
"Chossy and Chunky","The Hill > City of Boulder > Boulder > Colorado",https://www.mountainproject.com/route/119017900/chossy-and-chunky,4.0,-1,Boulder,"V1 PG13",1,15,40.00632,-105.28096
"East Face","The Gill Boulder > Eldorado Canyon Bouldering > Eldorado Canyon State Park > Boulder > Colorado",https://www.mountainproject.com/route/106726606/east-face,3.1,-1,Boulder,V3,1,10,39.93105,-105.29186
"Left el Skyland","High Times > Skyland Boulders > Crested Butte > Colorado",https://www.mountainproject.com/route/106192230/left-el-skyland,3.0,-1,Boulder,V3,1,15,38.87517,-106.95453
"North Arete (Unknown Roof)","Piano Ridge > Horsetooth Reservoir > Fort Collins > Colorado",https://www.mountainproject.com/route/107294283/north-arete-unknown-roof,2.2,-1,Boulder,V1-,1,10,40.53517,-105.14181
"Flu Shot","Concentrate Boulder (across from Punani Boulder) > Punani Area/North Canyon > Bouldering problems > Castlewood Canyon SP > Denver South > Denver Metropolitan Area Bouldering and Buildering > Colorado",https://www.mountainproject.com/route/112306481/flu-shot,4.0,-1,Boulder,V4,1,18,39.3554,-104.76333
"Spanky Pants","Afraid Of Hell > Goliath Boulders (South Drainage) > Electric Hills Bouldering > Montrose > Colorado",https://www.mountainproject.com/route/121418927/spanky-pants,4.0,-1,Boulder,V4,1,,38.41436,-107.98403
"Camp 2 3","The Spillway/Camp 2 > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105979995/camp-2-3,4.0,-1,Boulder,V4,1,30,38.9344,-105.4075
Cling,"Bolt Boulder > Camp Dick > Lyons > Colorado",https://www.mountainproject.com/route/106800175/cling,3.0,-1,Boulder,V3+,1,15,40.129,-105.52
"Hail Mary","Cathedral Boulder > Cathedral Boulders (Middle Drainage) > Electric Hills Bouldering > Montrose > Colorado",https://www.mountainproject.com/route/120756691/hail-mary,3.8,-1,Boulder,"5.10a V3",1,20,38.41676,-107.9873
"King Jones","Cemetery Block > Cemetery Blocks > Misc Bouldering > Eagle/Vail/Minturn/Red Cliff > Colorado",https://www.mountainproject.com/route/106107586/king-jones,4.0,-1,Boulder,V4,1,24,39.61901,-106.43861
"Tommy's Way","Meditation Boulder > Rotary Park > Horsetooth Reservoir > Fort Collins > Colorado",https://www.mountainproject.com/route/105751243/tommys-way,2.1,-1,Boulder,V4-5,1,,40.5661,-105.156
"The Roof Crack","The Roof Crack > Bouldering Areas > Hartman Rocks > Gunnison > Colorado",https://www.mountainproject.com/route/106746303/the-roof-crack,4.0,-1,Boulder,V3+,1,15,38.5036,-106.96706
"Madagascar Direct","The Stash > Bouldering Areas > Hartman Rocks > Gunnison > Colorado",https://www.mountainproject.com/route/106756288/madagascar-direct,4.0,-1,Boulder,V4,1,15,38.50373,-106.9734
"West Face Traverse","Beer Barrel Boulder > Flagstaff > Boulder > Colorado",https://www.mountainproject.com/route/105749260/west-face-traverse,2.3,-1,Boulder,V4,1,,40.00111,-105.29705
"I Pray to the Rocks","Safeway Spires > City of Boulder > Boulder > Colorado",https://www.mountainproject.com/route/113232964/i-pray-to-the-rocks,4.0,-1,"Trad, Boulder","5.9 V0+",1,25,40.01425,-105.25914
"Spread Eagled","Piano Ridge > Horsetooth Reservoir > Fort Collins > Colorado",https://www.mountainproject.com/route/112192321/spread-eagled,2.8,-1,Boulder,V1+,1,10,40.53517,-105.14181
"Southside Splitter","Picnic Boulder > Loin Cloth Area > Sleeping Indian Mountain > East > *Arkansas Valley Bouldering > Buena Vista > Colorado",https://www.mountainproject.com/route/106404962/southside-splitter,3.8,-1,Boulder,V3,1,15,38.8406,-106.1057
"Beethoven's 4th","Beethoven Boulder > Cro Magnon > Wigwam Creek/Lost Creek Wilderness > South Platte > Colorado",https://www.mountainproject.com/route/111064215/beethovens-4th,3.8,-1,Boulder,V4,1,15,39.29292,-105.65439
"Backside Problem","Warm-Up Block Two > 7 Mile Boulders > Guanella Pass > Georgetown > Colorado",https://www.mountainproject.com/route/113384289/backside-problem,2.0,-1,"Boulder, Alpine",V2,1,10,39.63364,-105.70949
Cougar,"Free Form Wall > Sand Gulch > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/107634732/cougar,3.7,-1,Boulder,V3,1,20,38.6218,-105.23101
"Icebox Crack","Fridge With No Name Boulder > Tunnel 1 Trail Boulders > Clear Creek Canyon Bouldering > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/122915035/icebox-crack,3.6,-1,Boulder,V4,1,8,39.75053,-105.2481
"Why Are You Upside Down?(West Crack Footlead)","Arch Boulder (aka Ground Arch Boulder) > The Snake Pit Area > Bouldering > Garden of the Gods > Colorado Springs > Colorado",https://www.mountainproject.com/route/117016620/why-are-you-upside-downwest-crack-footlead,3.5,-1,Boulder,V2+,1,9,38.87384,-104.87819
"The B-Seam","Area B > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/122561760/the-b-seam,4.0,-1,"Boulder, Alpine","V4 PG13",1,18,39.62756,-105.62232
"Around the Bulge","Piano Ridge > Horsetooth Reservoir > Fort Collins > Colorado",https://www.mountainproject.com/route/108875796/around-the-bulge,2.3,-1,Boulder,V1,1,12,40.53517,-105.14181
"Beef House Bump","The Beef House > City of Boulder > Boulder > Colorado",https://www.mountainproject.com/route/120994850/beef-house-bump,4.0,-1,Boulder,"V-easy X",1,6,40.02802,-105.26002
Mithril,"Moria > Sailing Hawks > Durango > Colorado",https://www.mountainproject.com/route/121519653/mithril,4.0,-1,Boulder,V4,1,18,37.3173,-107.88459
"Hee Bee","Fern Canyon Bouldering > Fern Canyon > South > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/120250013/hee-bee,4.0,-1,Boulder,V4,1,,39.96422,-105.28726
"Galley Left","The Galley > South Side Area > Ute Valley Park > Colorado Springs > Colorado",https://www.mountainproject.com/route/121364336/galley-left,4.0,-1,Boulder,V0,1,,38.91237,-104.85687
"George Bush's Plumber's Crack","Filibuster Bench > Riggs' Hill East > Riggs' Hill > Grand Junction Area > Colorado",https://www.mountainproject.com/route/122566100/george-bushs-plumbers-crack,4.0,-1,Boulder,"V4- PG13",1,13,39.07329,-108.64514
"Living Fossil (submitted as Super Gratton)","Lizard Lips (submitted as Seamly Boulder) > Lumberjack Boulders > Thunder Ridge > West Creek > South Platte > Colorado",https://www.mountainproject.com/route/121743785/living-fossil-submitted-as-super-gratton,4.0,-1,Boulder,V1,1,18,39.19927,-105.21898
"Involuntary Clairvoyance","The Nautilus Wall > Narrows DWS > The Narrows > Poudre Canyon > Fort Collins > Colorado",https://www.mountainproject.com/route/119482071/involuntary-clairvoyance,4.0,-1,Boulder,"V4 PG13",1,40,40.6779,-105.4318
"The Dagger (A.K.A. Sickle)","Elicit Area > Alderfer/Three Sisters Park > Morrison/Evergreen/Littleton > Colorado",https://www.mountainproject.com/route/106471129/the-dagger-aka-sickle,4.0,-1,Boulder,"V4 PG13",1,18,39.6243,-105.3463
"The Fissure","Irene's Boulders aka Iron City > West > *Arkansas Valley Bouldering > Buena Vista > Colorado",https://www.mountainproject.com/route/120276753/the-fissure,4.0,-1,Boulder,V2,1,15,38.70455,-106.33813
"Bow Crack","The Boat Boulder > The Bigfoots > Rampart Range Road > South Platte > Colorado",https://www.mountainproject.com/route/118052154/bow-crack,4.0,-1,Boulder,V3+,1,15,38.92737,-104.95028
Weightlessness,"The Anti-Gravity Wall > The Mushroom Garden > Eagle/Vail/Minturn/Red Cliff > Colorado",https://www.mountainproject.com/route/111125827/weightlessness,4.0,-1,Boulder,V4+,1,25,39.50168,-106.37716
"When Angels Dance","Knight Boulder > 420s > West of Rustic > Poudre Canyon > Fort Collins > Colorado",https://www.mountainproject.com/route/116783621/when-angels-dance,4.0,-1,Boulder,V4,1,25,40.70414,-105.76068
"Roof Party Arete","Roof Party Boulder > Gross Reservoir > Colorado",https://www.mountainproject.com/route/117724433/roof-party-arete,4.0,-1,Boulder,"V1+ PG13",1,20,39.94658,-105.35046
"Freshly Squeezed","Mushroom Ridge > Divide Boulders > Steamboat Springs > Colorado",https://www.mountainproject.com/route/119705701/freshly-squeezed,4.0,-1,Boulder,"V0-1 R",1,30,40.3592,-106.64059
"Elixir of Life","Mother Earth Boulder > Pebble World > North > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/119680973/elixir-of-life,4.0,-1,Boulder,"V2 X",1,,39.9825,-105.29558
Stalactite,"The Wave Boulder > South Side Area > Ute Valley Park > Colorado Springs > Colorado",https://www.mountainproject.com/route/105792476/stalactite,1.8,-1,Boulder,V2,1,,38.91176,-104.85688
"My Fleshy Oslo","People's Boulder > Local Group Area > Blue Moon Boulder Area > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/110308565/my-fleshy-oslo,3.5,-1,Boulder,V4,1,14,38.8933,-108.5029
"South Face","Orange Boulder > Buoux Block area > Bouldering problems > Castlewood Canyon SP > Denver South > Denver Metropolitan Area Bouldering and Buildering > Colorado",https://www.mountainproject.com/route/105750157/south-face,4.0,-1,Boulder,V1,1,,39.35764,-104.7496
"Scala Sancta","Piton Boulder > Goliath Boulders (South Drainage) > Electric Hills Bouldering > Montrose > Colorado",https://www.mountainproject.com/route/121281694/scala-sancta,4.0,-1,Boulder,V1,1,,38.41432,-107.98432
"MSB Crack","FAP ROP Boulder > Emanon > Rampart Range Bouldering > Rampart Range Road > South Platte > Colorado",https://www.mountainproject.com/route/112061658/msb-crack,4.0,-1,Boulder,V4,1,30,39.22465,-105.0594
"Soggy Doggy","Rude Beauty > River Boulders > Poudre Falls > West of Rustic > Poudre Canyon > Fort Collins > Colorado",https://www.mountainproject.com/route/113773817/soggy-doggy,4.0,-1,Boulder,V2,1,15,40.6532,-105.81099
4-G,"Transmitter Boulder > The Fins > 4 Mile Boulders > East > *Arkansas Valley Bouldering > Buena Vista > Colorado",https://www.mountainproject.com/route/123134593/4-g,4.0,-1,Boulder,V4,1,12,38.88752,-106.1369
"This 'N","The Whatchamacallit Boulder > The Mushroom Garden > Eagle/Vail/Minturn/Red Cliff > Colorado",https://www.mountainproject.com/route/111125617/this-n,4.0,-1,Boulder,V4,1,20,39.50132,-106.37766
"The Beast","Beast Creek Boulder > East Creek Day Use Bouldering > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/110991840/the-beast,4.0,-1,Boulder,"V3- PG13",1,,38.96535,-108.47293
"Pit Full of Pacholi","Fat Bottom > Lost Canyon > Gunnison > Colorado",https://www.mountainproject.com/route/107726594/pit-full-of-pacholi,4.0,-1,Boulder,V4,1,8,38.63733,-106.87139
"The Sloth: AKA: (Sid)","Cougar Land > Junction Creek > Durango > Colorado",https://www.mountainproject.com/route/107323424/the-sloth-aka-sid,4.0,-1,Boulder,V4+,1,10,37.33796,-107.91103
"Apex Arete","Apex Boulder > New Lightner > Durango > Colorado",https://www.mountainproject.com/route/122563246/apex-arete,4.0,-1,Boulder,V4,1,20,37.34156,-107.98159
"Nappy Rooted","Grocery Store Wall Bouldering > Fountainbleau Area > Bouldering problems > Castlewood Canyon SP > Denver South > Denver Metropolitan Area Bouldering and Buildering > Colorado",https://www.mountainproject.com/route/105758203/nappy-rooted,4.0,-1,Boulder,V1-2,1,10,39.35366,-104.76891
"Captain Insano","Fish Head Boulder > Kill Hill Bouldering Area > Bouldering Areas > Hartman Rocks > Gunnison > Colorado",https://www.mountainproject.com/route/106429422/captain-insano,4.0,-1,Boulder,V2+,1,15,38.50578,-106.95186
"Finger Crack","The Book Boulders > The Book > Lumpy Ridge > Estes Park Valley > Colorado",https://www.mountainproject.com/route/105749386/finger-crack,4.0,-1,Boulder,V0,1,,40.40599,-105.53429
"General Coloring","Brother-In-Law Wall > The Brothers' Lookout 2nd Tier > Alderfer/Three Sisters Park > Morrison/Evergreen/Littleton > Colorado",https://www.mountainproject.com/route/106485104/general-coloring,4.0,-1,Boulder,"V0+ PG13",1,15,39.62589,-105.34847
"Triangle Face","Murray Boulders (River Boulders) > Elevenmile Canyon > South Platte > Colorado",https://www.mountainproject.com/route/105761952/triangle-face,4.0,-1,Boulder,V2,1,,38.9344,-105.4075
"Undercling Fin","Lower Fin > Mount Sanitas > Boulder > Colorado",https://www.mountainproject.com/route/106140383/undercling-fin,1.8,-1,Boulder,V0,1,15,40.02263,-105.2984
"Major Maroon Traverse","Major Maroon Boulder > South > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/105758665/major-maroon-traverse,4.0,-1,Boulder,V2,1,,39.9611,-105.289
"Corner Pocket","Joyland Boulder > Joyland Boulders > Hillside Drive in San Juan National Forest > Four Corners Area > Colorado",https://www.mountainproject.com/route/123185473/corner-pocket,4.0,-1,Boulder,V0,1,,37.56004,-108.15221
"Ding the Dong","SW Sector > CSU Campus > Fort Collins > Colorado",https://www.mountainproject.com/route/123321920/ding-the-dong,4.0,-1,Boulder,"V1-2 R",1,30,40.57072,-105.08876
"Sloper Traverse, with Heels!","Sloper Traverse > South Side Area > Ute Valley Park > Colorado Springs > Colorado",https://www.mountainproject.com/route/123491766/sloper-traverse-with-heels,3.0,-1,Boulder,V2,1,15,38.91232,-104.85709
"Western Implements","Moby Dick Boulder > Mecca Area > Mecca Boulder Area > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/111450310/western-implements,3.3,-1,Boulder,V4,1,13,38.8901,-108.5106
"Better Than Biking","Mecca Boulder > Mecca Area > Mecca Boulder Area > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/111450580/better-than-biking,3.2,-1,Boulder,V3,1,13,38.88984,-108.51003
"Pin Scar Finger Crack","South Ridgeline, including Cat's Eye Face & Bolt Wall > Rotary Park > Horsetooth Reservoir > Fort Collins > Colorado",https://www.mountainproject.com/route/106100174/pin-scar-finger-crack,2.7,-1,"Trad, TR, Boulder",V2,1,40,40.56575,-105.1553
"Thing Behind The Wedge aka The Hangboard","Main Wall > South Side Area > Ute Valley Park > Colorado Springs > Colorado",https://www.mountainproject.com/route/107357796/thing-behind-the-wedge-aka-the-hangboard,2.6,-1,Boulder,V1,1,13,38.91168,-104.85688
"The Terrible Tadpole","The Painted Wall > North Rim Routes > Black Canyon of the Gunnison > Gunnison > Colorado",https://www.mountainproject.com/route/110176612/the-terrible-tadpole,4.0,-1,"Trad, Boulder, Mixed, Ice","5.9 V0 WI3 M4 R",1,2000,38.57939,-107.70252
Buckethead,"Bucket Racer Boulder > Reba Boulders > Nine Mile Bouldering > Nine Mile Hill > Unaweep Canyon > Grand Junction Area > Colorado",https://www.mountainproject.com/route/112561641/buckethead,3.7,-1,Boulder,V2,1,14,38.94738,-108.47819
"Torture Chamber Traverse","Torture Chamber > Horsetooth Reservoir > Fort Collins > Colorado",https://www.mountainproject.com/route/105759978/torture-chamber-traverse,3.3,-1,Boulder,V1,1,,40.52969,-105.13763
"El Pomar Corner","Colorado College > Colorado Springs > Colorado",https://www.mountainproject.com/route/121789319/el-pomar-corner,4.0,-1,Boulder,V2,1,15,38.84699,-104.82541
DaNile,"Land of the Lost > Central > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/121825209/danile,4.0,-1,Boulder,V4-5,1,15,39.97596,-105.28918
"Finish on Jugs","Rifleman Phillips Bouldering > Golden Gate Canyon SP > Golden > Colorado",https://www.mountainproject.com/route/119646627/finish-on-jugs,4.0,-1,Boulder,V4,1,,39.86817,-105.40393
"Rule #11 - Neck of My Skin","Bierstadt Area > Area A > Mt. Evans Bouldering > Mt. Evans > Alpine Rock > Colorado",https://www.mountainproject.com/route/117908205/rule-11-neck-of-my-skin,4.0,-1,"Boulder, Alpine","V2 PG13",1,22,39.6326,-105.6211
Joyland,"Joyland Boulder > Joyland Boulders > Hillside Drive in San Juan National Forest > Four Corners Area > Colorado",https://www.mountainproject.com/route/123187162/joyland,4.0,-1,Boulder,V0,1,,37.56004,-108.15221
"Tree Roof","Torture Chamber > Horsetooth Reservoir > Fort Collins > Colorado",https://www.mountainproject.com/route/105764415/tree-roof,3.1,-1,"TR, Boulder",V0,1,20,40.52969,-105.13763
"Slap the Bass","Miles' Cliff > Gross Reservoir > Colorado",https://www.mountainproject.com/route/117724568/slap-the-bass,4.0,-1,Boulder,V4,1,10,39.94649,-105.35019
"50 Is The New 40","The Royals Bouldering Area > North > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/123212690/50-is-the-new-40,4.0,-1,Boulder,V2,1,,39.9803,-105.2899
